address,price,link,bed,bath,sqft,age,gross_taxes_2017,strata_maintenance_fees,area,sub_area,property_type,strata_type,listing_id,primary_broker,features,amenities,school_info,latlng
2767 E 2nd Avenue,1298000,https://www.rew.ca/properties/R2225385/2767-e-2nd-avenue-vancouver-bc,4,2,1851,64.0,4090.0,,Vancouver East,Renfrew,House,Freehold NonStrata,R2225385,Multiple Realty Ltd.,Clothes Dryer,"Garden, In Suite Laundry","[{'name': 'Chief Maquinna School', 'address': '2684 2nd Ave E, Vancouver', 'latitude': 49.268031, 'longitude': -123.0507999, 'grades': 'Pre-K, K - 7', 'category': 'Public', 'distance': '0.3 km'}, {'name': 'Vancouver Technical Secondary School', 'address': '2600 Broadway E, Vancouver', 'latitude': 49.2614045, 'longitude': -123.0516839, 'grades': '8 - 12', 'category': 'Public', 'distance': '0.9 km'}, {'name': 'Garibaldi Annex', 'address': '1025 Slocan St, Vancouver', 'latitude': 49.2753899, 'longitude': -123.0500498, 'grades': 'K - 4', 'category': 'Public', 'distance': '0.8 km'}, {'name': 'Notre Dame Regional Secondary School', 'address': '2880 Venables St, Vancouver', 'latitude': 49.2766213, 'longitude': -123.0451031, 'grades': '8 - 12', 'category': 'Independent', 'distance': '0.9 km'}, {'name': 'Our Lady of Sorrows School', 'address': '575 Slocan St, Vancouver', 'latitude': 49.2793197, 'longitude': -123.0498604, 'grades': 'K - 7', 'category': 'Independent', 'distance': '1.2 km'}, {'name': 'Avante School', 'address': '202-2830 Grandview Hwy, Vancouver', 'latitude': 49.2578878, 'longitude': -123.0463594, 'grades': '2 - 12', 'category': 'Independent', 'distance': '1.2 km'}, {'name': 'Westside Montessori Academy', 'address': '3075 Slocan St, Vancouver', 'latitude': 49.257032, 'longitude': -123.05013, 'grades': 'K - 7', 'category': 'Independent', 'distance': '1.3 km'}, {'name': ""St Jude's School"", 'address': '2953 15th Ave E, Vancouver', 'latitude': 49.2565458, 'longitude': -123.0426267, 'grades': 'K - 7', 'category': 'Independent', 'distance': '1.4 km'}, {'name': 'Queen Victoria Annex', 'address': '1850 3rd Ave E, Vancouver', 'latitude': 49.2674386, 'longitude': -123.066805, 'grades': 'K - 5', 'category': 'Public', 'distance': '1.4 km'}, {'name': 'St Francis of Assisi School', 'address': '870 Victoria Dr, Vancouver', 'latitude': 49.2767807, 'longitude': -123.0653002, 'grades': 'K - 7', 'category': 'Independent', 'distance': '1.6 km'}]","(49.2690434, -123.1008051)"
2942 E Georgia Street,1580000,https://www.rew.ca/properties/R2227621/2942-e-georgia-street-vancouver-bc,5,2,2105,72.0,4526.0,,Vancouver East,Renfrew,House,Freehold NonStrata,R2227621,Royal Le Page Sterling Realty,"Clothes Washer/Dryer, Refrigerator, Stove",MISSING,"[{'name': 'Dr A R Lord Elementary School', 'address': '555 Lillooet St, Vancouver', 'latitude': 49.2796887, 'longitude': -123.039463, 'grades': 'K - 7', 'category': 'Public', 'distance': '0.3 km'}, {'name': 'Templeton Secondary School', 'address': '727 Templeton Dr, Vancouver', 'latitude': 49.2773653, 'longitude': -123.0598422, 'grades': '8 - 12', 'category': 'Public', 'distance': '1.3 km'}, {'name': 'Lord Tennyson Elementary School', 'address': '1936 10th Ave W, Vancouver', 'latitude': 49.2623451, 'longitude': -123.1493672, 'grades': 'K - 7', 'category': 'Public', 'distance': '8.0 km'}, {'name': 'Notre Dame Regional Secondary School', 'address': '2880 Venables St, Vancouver', 'latitude': 49.2766213, 'longitude': -123.0451031, 'grades': '8 - 12', 'category': 'Independent', 'distance': '0.2 km'}, {'name': 'Our Lady of Sorrows School', 'address': '575 Slocan St, Vancouver', 'latitude': 49.2793197, 'longitude': -123.0498604, 'grades': 'K - 7', 'category': 'Independent', 'distance': '0.5 km'}, {'name': 'Garibaldi Annex', 'address': '1025 Slocan St, Vancouver', 'latitude': 49.2753899, 'longitude': -123.0500498, 'grades': 'K - 4', 'category': 'Public', 'distance': '0.6 km'}, {'name': 'West Coast Christian School', 'address': '15 Renfrew St N, Vancouver', 'latitude': 49.2849954, 'longitude': -123.0445218, 'grades': 'K - 12', 'category': 'Independent', 'distance': '0.8 km'}, {'name': 'Tillicum School', 'address': '2450 Cambridge St, Vancouver', 'latitude': 49.28625, 'longitude': -123.0554243, 'grades': 'Pre-K, K - 4', 'category': 'Public', 'distance': '1.3 km'}, {'name': 'St Francis of Assisi School', 'address': '870 Victoria Dr, Vancouver', 'latitude': 49.2767807, 'longitude': -123.0653002, 'grades': 'K - 7', 'category': 'Independent', 'distance': '1.7 km'}, {'name': ""St Helen's School"", 'address': '3894 Triumph St, Burnaby', 'latitude': 49.2838246, 'longitude': -123.0189077, 'grades': 'K - 7', 'category': 'Independent', 'distance': '1.8 km'}]","(49.2782676, -123.0433665)"
2634 Napier Street,1635000,https://www.rew.ca/properties/R2224910/2634-napier-street-vancouver-bc,4,3,2747,36.0,4747.0,,Vancouver East,Renfrew,House,Freehold NonStrata,R2224910,Sutton Grp West Coast (W.Blvd),"ClthWsh/Dryr/Frdg/Stve/DW, Drapes/Window Coverings, Security System",MISSING,"[{'name': 'Lord Nelson School', 'address': '2235 Kitchener St, Vancouver', 'latitude': 49.2724997, 'longitude': -123.0594093, 'grades': 'Pre-K, K - 7', 'category': 'Public', 'distance': '0.7 km'}, {'name': 'Templeton Secondary School', 'address': '727 Templeton Dr, Vancouver', 'latitude': 49.2773653, 'longitude': -123.0598422, 'grades': '8 - 12', 'category': 'Public', 'distance': '0.7 km'}, {'name': 'Garibaldi Annex', 'address': '1025 Slocan St, Vancouver', 'latitude': 49.2753899, 'longitude': -123.0500498, 'grades': 'K - 4', 'category': 'Public', 'distance': '0.1 km'}, {'name': 'Notre Dame Regional Secondary School', 'address': '2880 Venables St, Vancouver', 'latitude': 49.2766213, 'longitude': -123.0451031, 'grades': '8 - 12', 'category': 'Independent', 'distance': '0.5 km'}, {'name': 'Our Lady of Sorrows School', 'address': '575 Slocan St, Vancouver', 'latitude': 49.2793197, 'longitude': -123.0498604, 'grades': 'K - 7', 'category': 'Independent', 'distance': '0.5 km'}, {'name': 'St Francis of Assisi School', 'address': '870 Victoria Dr, Vancouver', 'latitude': 49.2767807, 'longitude': -123.0653002, 'grades': 'K - 7', 'category': 'Independent', 'distance': '1.1 km'}, {'name': 'West Coast Christian School', 'address': '15 Renfrew St N, Vancouver', 'latitude': 49.2849954, 'longitude': -123.0445218, 'grades': 'K - 12', 'category': 'Independent', 'distance': '1.2 km'}, {'name': 'Tillicum School', 'address': '2450 Cambridge St, Vancouver', 'latitude': 49.28625, 'longitude': -123.0554243, 'grades': 'Pre-K, K - 4', 'category': 'Public', 'distance': '1.3 km'}, {'name': 'Queen Victoria Annex', 'address': '1850 3rd Ave E, Vancouver', 'latitude': 49.2674386, 'longitude': -123.066805, 'grades': 'K - 5', 'category': 'Public', 'distance': '1.4 km'}, {'name': 'Avante School', 'address': '202-2830 Grandview Hwy, Vancouver', 'latitude': 49.2578878, 'longitude': -123.0463594, 'grades': '2 - 12', 'category': 'Independent', 'distance': '1.9 km'}]","(49.2748605, -123.0688901)"
217-2910 E Pender Street,675000,https://www.rew.ca/properties/R2227026/217-2910-e-pender-street-vancouver-bc,2,2,1017,43.0,1145.0,400.0,Vancouver East,Renfrew,Apt/Condo,Freehold Strata,R2227026,RE/MAX City Realty,"ClthWsh/Dryr/Frdg/Stve/DW, Drapes/Window Coverings",In Suite Laundry,"[{'name': 'Dr A R Lord Elementary School', 'address': '555 Lillooet St, Vancouver', 'latitude': 49.2796887, 'longitude': -123.039463, 'grades': 'K - 7', 'category': 'Public', 'distance': '0.3 km'}, {'name': 'Templeton Secondary School', 'address': '727 Templeton Dr, Vancouver', 'latitude': 49.2773653, 'longitude': -123.0598422, 'grades': '8 - 12', 'category': 'Public', 'distance': '1.2 km'}, {'name': 'Lord Tennyson Elementary School', 'address': '1936 10th Ave W, Vancouver', 'latitude': 49.2623451, 'longitude': -123.1493672, 'grades': 'K - 7', 'category': 'Public', 'distance': '7.9 km'}, {'name': 'Notre Dame Regional Secondary School', 'address': '2880 Venables St, Vancouver', 'latitude': 49.2766213, 'longitude': -123.0451031, 'grades': '8 - 12', 'category': 'Independent', 'distance': '0.4 km'}, {'name': 'Our Lady of Sorrows School', 'address': '575 Slocan St, Vancouver', 'latitude': 49.2793197, 'longitude': -123.0498604, 'grades': 'K - 7', 'category': 'Independent', 'distance': '0.5 km'}, {'name': 'West Coast Christian School', 'address': '15 Renfrew St N, Vancouver', 'latitude': 49.2849954, 'longitude': -123.0445218, 'grades': 'K - 12', 'category': 'Independent', 'distance': '0.6 km'}, {'name': 'Garibaldi Annex', 'address': '1025 Slocan St, Vancouver', 'latitude': 49.2753899, 'longitude': -123.0500498, 'grades': 'K - 4', 'category': 'Public', 'distance': '0.7 km'}, {'name': 'Tillicum School', 'address': '2450 Cambridge St, Vancouver', 'latitude': 49.28625, 'longitude': -123.0554243, 'grades': 'Pre-K, K - 4', 'category': 'Public', 'distance': '1.1 km'}, {'name': 'St Francis of Assisi School', 'address': '870 Victoria Dr, Vancouver', 'latitude': 49.2767807, 'longitude': -123.0653002, 'grades': 'K - 7', 'category': 'Independent', 'distance': '1.6 km'}, {'name': ""St Helen's School"", 'address': '3894 Triumph St, Burnaby', 'latitude': 49.2838246, 'longitude': -123.0189077, 'grades': 'K - 7', 'category': 'Independent', 'distance': '1.8 km'}]",MISSING
PH7-1838 Renfrew Street,648000,https://www.rew.ca/properties/R2224955/ph7-1838-renfrew-street-vancouver-bc,2,2,806,1.0,990.0,286.0,Vancouver East,Renfrew,Apt/Condo,Freehold Strata,R2224955,RE/MAX City Realty,"ClthWsh/Dryr/Frdg/Stve/DW, Drapes/Window Coverings, Oven-Built In, Smoke Alarm, Sprinkler - Fire","Elevator, Garden, In Suite Laundry, Storage","[{'name': 'Chief Maquinna School', 'address': '2684 2nd Ave E, Vancouver', 'latitude': 49.268031, 'longitude': -123.0507999, 'grades': 'Pre-K, K - 7', 'category': 'Public', 'distance': '0.5 km'}, {'name': 'Vancouver Technical Secondary School', 'address': '2600 Broadway E, Vancouver', 'latitude': 49.2614045, 'longitude': -123.0516839, 'grades': '8 - 12', 'category': 'Public', 'distance': '0.9 km'}, {'name': 'Garibaldi Annex', 'address': '1025 Slocan St, Vancouver', 'latitude': 49.2753899, 'longitude': -123.0500498, 'grades': 'K - 4', 'category': 'Public', 'distance': '0.9 km'}, {'name': 'Notre Dame Regional Secondary School', 'address': '2880 Venables St, Vancouver', 'latitude': 49.2766213, 'longitude': -123.0451031, 'grades': '8 - 12', 'category': 'Independent', 'distance': '0.9 km'}, {'name': 'Avante School', 'address': '202-2830 Grandview Hwy, Vancouver', 'latitude': 49.2578878, 'longitude': -123.0463594, 'grades': '2 - 12', 'category': 'Independent', 'distance': '1.2 km'}, {'name': ""St Jude's School"", 'address': '2953 15th Ave E, Vancouver', 'latitude': 49.2565458, 'longitude': -123.0426267, 'grades': 'K - 7', 'category': 'Independent', 'distance': '1.3 km'}, {'name': 'Our Lady of Sorrows School', 'address': '575 Slocan St, Vancouver', 'latitude': 49.2793197, 'longitude': -123.0498604, 'grades': 'K - 7', 'category': 'Independent', 'distance': '1.3 km'}, {'name': 'Westside Montessori Academy', 'address': '3075 Slocan St, Vancouver', 'latitude': 49.257032, 'longitude': -123.05013, 'grades': 'K - 7', 'category': 'Independent', 'distance': '1.3 km'}, {'name': 'Queen Victoria Annex', 'address': '1850 3rd Ave E, Vancouver', 'latitude': 49.2674386, 'longitude': -123.066805, 'grades': 'K - 5', 'category': 'Public', 'distance': '1.7 km'}, {'name': 'Vancouver Christian School', 'address': '3496 Mons Drive, Vancouver', 'latitude': 49.2552564, 'longitude': -123.0288843, 'grades': 'K - 6', 'category': 'Independent', 'distance': '1.8 km'}]",MISSING
2997 Parker Street,2498000,https://www.rew.ca/properties/R2229431/2997-parker-street-vancouver-bc,10,8,4188,4.0,6162.0,,Vancouver East,Renfrew,House,Freehold NonStrata,R2229431,Team 3000 Realty Ltd.,"ClthWsh/Dryr/Frdg/Stve/DW, Garage Door Opener, Heat Recov. Vent., Intercom, Jetted Bathtub, Security System, Smoke Alarm, Sprinkler - Fire","Garden, In Suite Laundry","[{'name': 'Dr A R Lord Elementary School', 'address': '555 Lillooet St, Vancouver', 'latitude': 49.2796887, 'longitude': -123.039463, 'grades': 'K - 7', 'category': 'Public', 'distance': '0.5 km'}, {'name': 'Templeton Secondary School', 'address': '727 Templeton Dr, Vancouver', 'latitude': 49.2773653, 'longitude': -123.0598422, 'grades': '8 - 12', 'category': 'Public', 'distance': '1.3 km'}, {'name': 'Lord Tennyson Elementary School', 'address': '1936 10th Ave W, Vancouver', 'latitude': 49.2623451, 'longitude': -123.1493672, 'grades': 'K - 7', 'category': 'Public', 'distance': '8.0 km'}, {'name': 'Notre Dame Regional Secondary School', 'address': '2880 Venables St, Vancouver', 'latitude': 49.2766213, 'longitude': -123.0451031, 'grades': '8 - 12', 'category': 'Independent', 'distance': '0.3 km'}, {'name': 'Garibaldi Annex', 'address': '1025 Slocan St, Vancouver', 'latitude': 49.2753899, 'longitude': -123.0500498, 'grades': 'K - 4', 'category': 'Public', 'distance': '0.6 km'}, {'name': 'Our Lady of Sorrows School', 'address': '575 Slocan St, Vancouver', 'latitude': 49.2793197, 'longitude': -123.0498604, 'grades': 'K - 7', 'category': 'Independent', 'distance': '0.7 km'}, {'name': 'West Coast Christian School', 'address': '15 Renfrew St N, Vancouver', 'latitude': 49.2849954, 'longitude': -123.0445218, 'grades': 'K - 12', 'category': 'Independent', 'distance': '1.1 km'}, {'name': 'Tillicum School', 'address': '2450 Cambridge St, Vancouver', 'latitude': 49.28625, 'longitude': -123.0554243, 'grades': 'Pre-K, K - 4', 'category': 'Public', 'distance': '1.5 km'}, {'name': 'St Francis of Assisi School', 'address': '870 Victoria Dr, Vancouver', 'latitude': 49.2767807, 'longitude': -123.0653002, 'grades': 'K - 7', 'category': 'Independent', 'distance': '1.7 km'}, {'name': ""St Helen's School"", 'address': '3894 Triumph St, Burnaby', 'latitude': 49.2838246, 'longitude': -123.0189077, 'grades': 'K - 7', 'category': 'Independent', 'distance': '1.9 km'}]","(49.2757144, -123.0638014)"
721 Skeena Street,1488000,https://www.rew.ca/properties/R2227948/721-skeena-street-vancouver-bc,6,2,1995,88.0,3802.0,,Vancouver East,Renfrew,House,Freehold NonStrata,R2227948,Sutton Group 1st West Realty,MISSING,MISSING,"[{'name': 'Sir John Franklin Community School', 'address': '250S Skeena St, Vancouver', 'latitude': 49.2825439, 'longitude': -123.0270231, 'grades': 'K - 7', 'category': 'Public', 'distance': '0.5 km'}, {'name': 'Templeton Secondary School', 'address': '727 Templeton Dr, Vancouver', 'latitude': 49.2773653, 'longitude': -123.0598422, 'grades': '8 - 12', 'category': 'Public', 'distance': '2.3 km'}, {'name': ""St Helen's School"", 'address': '3894 Triumph St, Burnaby', 'latitude': 49.2838246, 'longitude': -123.0189077, 'grades': 'K - 7', 'category': 'Independent', 'distance': '1.0 km'}, {'name': 'Notre Dame Regional Secondary School', 'address': '2880 Venables St, Vancouver', 'latitude': 49.2766213, 'longitude': -123.0451031, 'grades': '8 - 12', 'category': 'Independent', 'distance': '1.2 km'}, {'name': 'West Coast Christian School', 'address': '15 Renfrew St N, Vancouver', 'latitude': 49.2849954, 'longitude': -123.0445218, 'grades': 'K - 12', 'category': 'Independent', 'distance': '1.4 km'}, {'name': 'Our Lady of Sorrows School', 'address': '575 Slocan St, Vancouver', 'latitude': 49.2793197, 'longitude': -123.0498604, 'grades': 'K - 7', 'category': 'Independent', 'distance': '1.5 km'}, {'name': 'Garibaldi Annex', 'address': '1025 Slocan St, Vancouver', 'latitude': 49.2753899, 'longitude': -123.0500498, 'grades': 'K - 4', 'category': 'Public', 'distance': '1.6 km'}, {'name': 'Tillicum School', 'address': '2450 Cambridge St, Vancouver', 'latitude': 49.28625, 'longitude': -123.0554243, 'grades': 'Pre-K, K - 4', 'category': 'Public', 'distance': '2.1 km'}, {'name': 'Vancouver Christian School', 'address': '3496 Mons Drive, Vancouver', 'latitude': 49.2552564, 'longitude': -123.0288843, 'grades': 'K - 6', 'category': 'Independent', 'distance': '2.5 km'}, {'name': 'Avante School', 'address': '202-2830 Grandview Hwy, Vancouver', 'latitude': 49.2578878, 'longitude': -123.0463594, 'grades': '2 - 12', 'category': 'Independent', 'distance': '2.6 km'}]","(49.0815501, -123.0131804)"
3008 Grant Street,2698000,https://www.rew.ca/properties/R2228396/3008-grant-street-vancouver-bc,7,6,3618,1.0,4390.0,,Vancouver East,Renfrew,House,Freehold NonStrata,R2228396,Coldwell Banker Westburn Rlty.,MISSING,MISSING,"[{'name': 'Sir Matthew Begbie Elementary School', 'address': '1430 Lillooet St, Vancouver', 'latitude': 49.2718117, 'longitude': -123.0376561, 'grades': 'K - 7', 'category': 'Public', 'distance': '0.3 km'}, {'name': 'Templeton Secondary School', 'address': '727 Templeton Dr, Vancouver', 'latitude': 49.2773653, 'longitude': -123.0598422, 'grades': '8 - 12', 'category': 'Public', 'distance': '1.5 km'}, {'name': 'Notre Dame Regional Secondary School', 'address': '2880 Venables St, Vancouver', 'latitude': 49.2766213, 'longitude': -123.0451031, 'grades': '8 - 12', 'category': 'Independent', 'distance': '0.7 km'}, {'name': 'Garibaldi Annex', 'address': '1025 Slocan St, Vancouver', 'latitude': 49.2753899, 'longitude': -123.0500498, 'grades': 'K - 4', 'category': 'Public', 'distance': '0.8 km'}, {'name': 'Our Lady of Sorrows School', 'address': '575 Slocan St, Vancouver', 'latitude': 49.2793197, 'longitude': -123.0498604, 'grades': 'K - 7', 'category': 'Independent', 'distance': '1.1 km'}, {'name': 'Avante School', 'address': '202-2830 Grandview Hwy, Vancouver', 'latitude': 49.2578878, 'longitude': -123.0463594, 'grades': '2 - 12', 'category': 'Independent', 'distance': '1.5 km'}, {'name': 'West Coast Christian School', 'address': '15 Renfrew St N, Vancouver', 'latitude': 49.2849954, 'longitude': -123.0445218, 'grades': 'K - 12', 'category': 'Independent', 'distance': '1.6 km'}, {'name': ""St Jude's School"", 'address': '2953 15th Ave E, Vancouver', 'latitude': 49.2565458, 'longitude': -123.0426267, 'grades': 'K - 7', 'category': 'Independent', 'distance': '1.6 km'}, {'name': 'Westside Montessori Academy', 'address': '3075 Slocan St, Vancouver', 'latitude': 49.257032, 'longitude': -123.05013, 'grades': 'K - 7', 'category': 'Independent', 'distance': '1.7 km'}, {'name': 'St Francis of Assisi School', 'address': '870 Victoria Dr, Vancouver', 'latitude': 49.2767807, 'longitude': -123.0653002, 'grades': 'K - 7', 'category': 'Independent', 'distance': '1.9 km'}]","(49.2712195, -123.0599196)"
2959 Venables Street,1499000,https://www.rew.ca/properties/R2228290/2959-venables-street-vancouver-bc,6,5,2894,24.0,6107.0,,Vancouver East,Renfrew,House,Freehold NonStrata,R2228290,Nu Stream Realty Inc.,"ClthWsh/Dryr/Frdg/Stve/DW, Garage Door Opener, Security System, Smoke Alarm",MISSING,"[{'name': 'Dr A R Lord Elementary School', 'address': '555 Lillooet St, Vancouver', 'latitude': 49.2796887, 'longitude': -123.039463, 'grades': 'K - 7', 'category': 'Public', 'distance': '0.4 km'}, {'name': 'Templeton Secondary School', 'address': '727 Templeton Dr, Vancouver', 'latitude': 49.2773653, 'longitude': -123.0598422, 'grades': '8 - 12', 'category': 'Public', 'distance': '1.3 km'}, {'name': 'Lord Tennyson Elementary School', 'address': '1936 10th Ave W, Vancouver', 'latitude': 49.2623451, 'longitude': -123.1493672, 'grades': 'K - 7', 'category': 'Public', 'distance': '7.9 km'}, {'name': 'Notre Dame Regional Secondary School', 'address': '2880 Venables St, Vancouver', 'latitude': 49.2766213, 'longitude': -123.0451031, 'grades': '8 - 12', 'category': 'Independent', 'distance': '0.2 km'}, {'name': 'Garibaldi Annex', 'address': '1025 Slocan St, Vancouver', 'latitude': 49.2753899, 'longitude': -123.0500498, 'grades': 'K - 4', 'category': 'Public', 'distance': '0.6 km'}, {'name': 'Our Lady of Sorrows School', 'address': '575 Slocan St, Vancouver', 'latitude': 49.2793197, 'longitude': -123.0498604, 'grades': 'K - 7', 'category': 'Independent', 'distance': '0.6 km'}, {'name': 'West Coast Christian School', 'address': '15 Renfrew St N, Vancouver', 'latitude': 49.2849954, 'longitude': -123.0445218, 'grades': 'K - 12', 'category': 'Independent', 'distance': '0.9 km'}, {'name': 'Tillicum School', 'address': '2450 Cambridge St, Vancouver', 'latitude': 49.28625, 'longitude': -123.0554243, 'grades': 'Pre-K, K - 4', 'category': 'Public', 'distance': '1.4 km'}, {'name': 'St Francis of Assisi School', 'address': '870 Victoria Dr, Vancouver', 'latitude': 49.2767807, 'longitude': -123.0653002, 'grades': 'K - 7', 'category': 'Independent', 'distance': '1.7 km'}, {'name': ""St Helen's School"", 'address': '3894 Triumph St, Burnaby', 'latitude': 49.2838246, 'longitude': -123.0189077, 'grades': 'K - 7', 'category': 'Independent', 'distance': '1.9 km'}]","(49.2766521, -123.0838086)"
862 Nanaimo Street,2700000,https://www.rew.ca/properties/R2215645/862-nanaimo-street-vancouver-bc,6,4,2400,28.0,5009.0,,Vancouver East,Renfrew,House,Freehold NonStrata,R2215645,Metro Edge Realty,MISSING,MISSING,"[{'name': 'Templeton Secondary School', 'address': '727 Templeton Dr, Vancouver', 'latitude': 49.2773653, 'longitude': -123.0598422, 'grades': '8 - 12', 'category': 'Public', 'distance': '0.3 km'}, {'name': 'Lord Nelson School', 'address': '2235 Kitchener St, Vancouver', 'latitude': 49.2724997, 'longitude': -123.0594093, 'grades': 'Pre-K, K - 7', 'category': 'Public', 'distance': '0.5 km'}, {'name': 'Garibaldi Annex', 'address': '1025 Slocan St, Vancouver', 'latitude': 49.2753899, 'longitude': -123.0500498, 'grades': 'K - 4', 'category': 'Public', 'distance': '0.5 km'}, {'name': 'Our Lady of Sorrows School', 'address': '575 Slocan St, Vancouver', 'latitude': 49.2793197, 'longitude': -123.0498604, 'grades': 'K - 7', 'category': 'Independent', 'distance': '0.5 km'}, {'name': 'St Francis of Assisi School', 'address': '870 Victoria Dr, Vancouver', 'latitude': 49.2767807, 'longitude': -123.0653002, 'grades': 'K - 7', 'category': 'Independent', 'distance': '0.7 km'}, {'name': 'Notre Dame Regional Secondary School', 'address': '2880 Venables St, Vancouver', 'latitude': 49.2766213, 'longitude': -123.0451031, 'grades': '8 - 12', 'category': 'Independent', 'distance': '0.8 km'}, {'name': 'Tillicum School', 'address': '2450 Cambridge St, Vancouver', 'latitude': 49.28625, 'longitude': -123.0554243, 'grades': 'Pre-K, K - 4', 'category': 'Public', 'distance': '1.0 km'}, {'name': 'West Coast Christian School', 'address': '15 Renfrew St N, Vancouver', 'latitude': 49.2849954, 'longitude': -123.0445218, 'grades': 'K - 12', 'category': 'Independent', 'distance': '1.2 km'}, {'name': 'Queen Victoria Annex', 'address': '1850 3rd Ave E, Vancouver', 'latitude': 49.2674386, 'longitude': -123.066805, 'grades': 'K - 5', 'category': 'Public', 'distance': '1.3 km'}, {'name': 'Avante School', 'address': '202-2830 Grandview Hwy, Vancouver', 'latitude': 49.2578878, 'longitude': -123.0463594, 'grades': '2 - 12', 'category': 'Independent', 'distance': '2.2 km'}]","(49.2797529, -123.0564935)"
2130 Renfrew Street,2500000,https://www.rew.ca/properties/R2215872/2130-renfrew-street-vancouver-bc,5,4,2400,25.0,5062.0,,Vancouver East,Renfrew,House,Freehold NonStrata,R2215872,Metro Edge Realty,MISSING,MISSING,"[{'name': 'Chief Maquinna School', 'address': '2684 2nd Ave E, Vancouver', 'latitude': 49.268031, 'longitude': -123.0507999, 'grades': 'Pre-K, K - 7', 'category': 'Public', 'distance': '0.6 km'}, {'name': 'Vancouver Technical Secondary School', 'address': '2600 Broadway E, Vancouver', 'latitude': 49.2614045, 'longitude': -123.0516839, 'grades': '8 - 12', 'category': 'Public', 'distance': '0.7 km'}, {'name': 'Avante School', 'address': '202-2830 Grandview Hwy, Vancouver', 'latitude': 49.2578878, 'longitude': -123.0463594, 'grades': '2 - 12', 'category': 'Independent', 'distance': '0.8 km'}, {'name': ""St Jude's School"", 'address': '2953 15th Ave E, Vancouver', 'latitude': 49.2565458, 'longitude': -123.0426267, 'grades': 'K - 7', 'category': 'Independent', 'distance': '1.0 km'}, {'name': 'Westside Montessori Academy', 'address': '3075 Slocan St, Vancouver', 'latitude': 49.257032, 'longitude': -123.05013, 'grades': 'K - 7', 'category': 'Independent', 'distance': '1.0 km'}, {'name': 'Garibaldi Annex', 'address': '1025 Slocan St, Vancouver', 'latitude': 49.2753899, 'longitude': -123.0500498, 'grades': 'K - 4', 'category': 'Public', 'distance': '1.2 km'}, {'name': 'Notre Dame Regional Secondary School', 'address': '2880 Venables St, Vancouver', 'latitude': 49.2766213, 'longitude': -123.0451031, 'grades': '8 - 12', 'category': 'Independent', 'distance': '1.3 km'}, {'name': 'Vancouver Christian School', 'address': '3496 Mons Drive, Vancouver', 'latitude': 49.2552564, 'longitude': -123.0288843, 'grades': 'K - 6', 'category': 'Independent', 'distance': '1.6 km'}, {'name': 'Our Lady of Sorrows School', 'address': '575 Slocan St, Vancouver', 'latitude': 49.2793197, 'longitude': -123.0498604, 'grades': 'K - 7', 'category': 'Independent', 'distance': '1.6 km'}, {'name': 'Queen Victoria Annex', 'address': '1850 3rd Ave E, Vancouver', 'latitude': 49.2674386, 'longitude': -123.066805, 'grades': 'K - 5', 'category': 'Public', 'distance': '1.7 km'}]","(49.258452, -123.0443307)"
2118 Renfrew Street,2500000,https://www.rew.ca/properties/R2215880/2118-renfrew-street-vancouver-bc,5,4,2409,28.0,5079.0,,Vancouver East,Renfrew,House,Freehold NonStrata,R2215880,Metro Edge Realty,MISSING,MISSING,"[{'name': 'Chief Maquinna School', 'address': '2684 2nd Ave E, Vancouver', 'latitude': 49.268031, 'longitude': -123.0507999, 'grades': 'Pre-K, K - 7', 'category': 'Public', 'distance': '0.6 km'}, {'name': 'Vancouver Technical Secondary School', 'address': '2600 Broadway E, Vancouver', 'latitude': 49.2614045, 'longitude': -123.0516839, 'grades': '8 - 12', 'category': 'Public', 'distance': '0.7 km'}, {'name': 'Avante School', 'address': '202-2830 Grandview Hwy, Vancouver', 'latitude': 49.2578878, 'longitude': -123.0463594, 'grades': '2 - 12', 'category': 'Independent', 'distance': '0.9 km'}, {'name': ""St Jude's School"", 'address': '2953 15th Ave E, Vancouver', 'latitude': 49.2565458, 'longitude': -123.0426267, 'grades': 'K - 7', 'category': 'Independent', 'distance': '1.0 km'}, {'name': 'Westside Montessori Academy', 'address': '3075 Slocan St, Vancouver', 'latitude': 49.257032, 'longitude': -123.05013, 'grades': 'K - 7', 'category': 'Independent', 'distance': '1.0 km'}, {'name': 'Garibaldi Annex', 'address': '1025 Slocan St, Vancouver', 'latitude': 49.2753899, 'longitude': -123.0500498, 'grades': 'K - 4', 'category': 'Public', 'distance': '1.2 km'}, {'name': 'Notre Dame Regional Secondary School', 'address': '2880 Venables St, Vancouver', 'latitude': 49.2766213, 'longitude': -123.0451031, 'grades': '8 - 12', 'category': 'Independent', 'distance': '1.3 km'}, {'name': 'Vancouver Christian School', 'address': '3496 Mons Drive, Vancouver', 'latitude': 49.2552564, 'longitude': -123.0288843, 'grades': 'K - 6', 'category': 'Independent', 'distance': '1.6 km'}, {'name': 'Our Lady of Sorrows School', 'address': '575 Slocan St, Vancouver', 'latitude': 49.2793197, 'longitude': -123.0498604, 'grades': 'K - 7', 'category': 'Independent', 'distance': '1.6 km'}, {'name': 'Queen Victoria Annex', 'address': '1850 3rd Ave E, Vancouver', 'latitude': 49.2674386, 'longitude': -123.066805, 'grades': 'K - 5', 'category': 'Public', 'distance': '1.7 km'}]","(49.258452, -123.0443307)"
