address,price,link,subarea,bed,bath,sqft,type,Property Age,Gross Taxes for 2017,Strata Maintenance Fees,Area,Sub-Area/Community,Property Type,Title,Listing ID,Primary Agent,Primary Broker,Features,Amenities
1860 Nanaimo Street,2700000,https://www.rew.ca/properties/R2222638/1860-nanaimo-street-vancouver-bc,Renfrew ,5,3,1920,House,Built in 1972 (46 yrs old),"$4,421",,Vancouver East,Renfrew,House,Freehold NonStrata,R2222638,,Trg The Residential Group Rlty,"Clothes Washer/Dryer, Dishwasher, Refrigerator, Smoke Alarm, Sprinkler - Fire, Stove",
3143 Charles Street,1480000,https://www.rew.ca/properties/R2222712/3143-charles-street-vancouver-bc,Renfrew ,6,4,1990,House,Built in 1930 (88 yrs old),,,Vancouver East,Renfrew,House,Freehold NonStrata,R2222712,,Sutton Grp West Coast (Brdwy),ClthWsh/Dryr/Frdg/Stve/DW,
PH7-1838 Renfrew Street,648000,https://www.rew.ca/properties/R2224955/ph7-1838-renfrew-street-vancouver-bc,Renfrew ,2,2,806,Apt/Condo,Built in 2017 (1 yrs old),$990,$286,Vancouver East,Renfrew,Apt/Condo,Freehold Strata,R2224955,,RE/MAX City Realty,"ClthWsh/Dryr/Frdg/Stve/DW, Drapes/Window Coverings, Oven-Built In, Smoke Alarm, Sprinkler - Fire","Elevator, Garden, In Suite Laundry, Storage"
2767 E 2nd Avenue,1298000,https://www.rew.ca/properties/R2225385/2767-e-2nd-avenue-vancouver-bc,Renfrew ,4,2,1851,House,Built in 1954 (64 yrs old),"$4,090",,Vancouver East,Renfrew,House,Freehold NonStrata,R2225385,,Multiple Realty Ltd.,Clothes Dryer,"Garden, In Suite Laundry"
2634 Napier Street,1635000,https://www.rew.ca/properties/R2224910/2634-napier-street-vancouver-bc,Renfrew ,4,3,2747,House,Built in 1982 (36 yrs old),"$4,747",,Vancouver East,Renfrew,House,Freehold NonStrata,R2224910,,Sutton Grp West Coast (W.Blvd),"ClthWsh/Dryr/Frdg/Stve/DW, Drapes/Window Coverings, Security System",
217-2910 E Pender Street,675000,https://www.rew.ca/properties/R2227026/217-2910-e-pender-street-vancouver-bc,Renfrew ,2,2,1017,Apt/Condo,Built in 1975 (43 yrs old),"$1,145",$400,Vancouver East,Renfrew,Apt/Condo,Freehold Strata,R2227026,,RE/MAX City Realty,"ClthWsh/Dryr/Frdg/Stve/DW, Drapes/Window Coverings",In Suite Laundry
225-2910 E Pender Street,680000,https://www.rew.ca/properties/R2227281/225-2910-e-pender-street-vancouver-bc,Renfrew ,2,1,1192,Apt/Condo,Built in 1975 (43 yrs old),"$1,060",$407,Vancouver East,Renfrew,Apt/Condo,Freehold Strata,R2227281,,Kore Realty,,
2959 Venables Street,1499000,https://www.rew.ca/properties/R2228290/2959-venables-street-vancouver-bc,Renfrew ,6,5,2894,House,Built in 1994 (24 yrs old),"$6,107",,Vancouver East,Renfrew,House,Freehold NonStrata,R2228290,,Nu Stream Realty Inc.,"ClthWsh/Dryr/Frdg/Stve/DW, Garage Door Opener, Security System, Smoke Alarm",
721 Skeena Street,1488000,https://www.rew.ca/properties/R2227948/721-skeena-street-vancouver-bc,Renfrew ,6,2,1995,House,Built in 1930 (88 yrs old),"$3,802",,Vancouver East,Renfrew,House,Freehold NonStrata,R2227948,,Sutton Group 1st West Realty,,
3008 Grant Street,2698000,https://www.rew.ca/properties/R2228396/3008-grant-street-vancouver-bc,Renfrew ,7,6,3618,House,Built in 2017 (1 yrs old),"$4,390",,Vancouver East,Renfrew,House,Freehold NonStrata,R2228396,,Coldwell Banker Westburn Rlty.,,
2997 Parker Street,2498000,https://www.rew.ca/properties/R2229431/2997-parker-street-vancouver-bc,Renfrew ,10,8,4188,House,Built in 2014 (4 yrs old),"$6,162",,Vancouver East,Renfrew,House,Freehold NonStrata,R2229431,,Team 3000 Realty Ltd.,"ClthWsh/Dryr/Frdg/Stve/DW, Garage Door Opener, Heat Recov. Vent., Intercom, Jetted Bathtub, Security System, Smoke Alarm, Sprinkler - Fire","Garden, In Suite Laundry"
2942 E Georgia Street,1580000,https://www.rew.ca/properties/R2227621/2942-e-georgia-street-vancouver-bc,Renfrew ,5,2,2105,House,Built in 1946 (72 yrs old),"$4,526",,Vancouver East,Renfrew,House,Freehold NonStrata,R2227621,,Royal Le Page Sterling Realty,"Clothes Washer/Dryer, Refrigerator, Stove",
862 Nanaimo Street,2700000,https://www.rew.ca/properties/R2215645/862-nanaimo-street-vancouver-bc,Renfrew ,6,4,2400,House,Built in 1990 (28 yrs old),"$5,009",,Vancouver East,Renfrew,House,Freehold NonStrata,R2215645,,Metro Edge Realty,,
2130 Renfrew Street,2500000,https://www.rew.ca/properties/R2215872/2130-renfrew-street-vancouver-bc,Renfrew ,5,4,2400,House,Built in 1993 (25 yrs old),"$5,062",,Vancouver East,Renfrew,House,Freehold NonStrata,R2215872,,Metro Edge Realty,,
133 W 45th Avenue,4988000,https://www.rew.ca/properties/R2182386/129-w-45th-avenue-vancouver-bc,Oakridge ,8,8,5176,House,Built in 2017 (1 yrs old),"$8,714",,Vancouver West,Oakridge,House,Freehold NonStrata,R2182386,,Sutton Grp West Coast (Van Cam),"Air Conditioning, ClthWsh/Dryr/Frdg/Stve/DW, Drapes/Window Coverings, Garage Door Opener, Smoke Alarm, Vaulted Ceiling, Wet Bar",
6174 Oak Street,1998000,https://www.rew.ca/properties/R2200656/6174-oak-street-vancouver-bc,Oakridge ,3,3,1735,Townhouse,Built in 2014 (4 yrs old),"$3,646",$323,Vancouver West,Oakridge,Townhouse,Freehold Strata,R2200656,,RE/MAX Real Estate Services,,"Garden, In Suite Laundry"
104 W 41st Avenue,5500000,https://www.rew.ca/properties/R2204231/104-w-41st-avenue-vancouver-bc,Oakridge ,3,1,2200,House,Built in 1951 (67 yrs old),"$6,739",,Vancouver West,Oakridge,House,Freehold NonStrata,R2204231,,Coldwell Banker Westburn Rlty.,,
6069 Fremlin Street,3598000,https://www.rew.ca/properties/R2134029/6069-fremlin-street-vancouver-bc,Oakridge ,4,3,3168,House,Built in 1961 (57 yrs old),,,Vancouver West,Oakridge,House,Freehold NonStrata,R2134029,,Sutton Group Seafair Realty,"ClthWsh/Dryr/Frdg/Stve/DW, Drapes/Window Coverings, Garage Door Opener, Security System, Vaulted Ceiling",
6062 Fremlin Street,3799000,https://www.rew.ca/properties/R2207545/6062-fremlin-street-vancouver-bc,Oakridge ,5,1,4520,House,Built in 1964 (54 yrs old),"$10,512",,Vancouver West,Oakridge,House,Freehold NonStrata,R2207545,,Multiple Realty Ltd.,,
858 W 44th Avenue,5880000,https://www.rew.ca/properties/R2209823/858-w-44th-avenue-vancouver-bc,Oakridge ,6,8,4753,House,Built in 2016 (2 yrs old),"$9,782",,Vancouver West,Oakridge,House,Freehold NonStrata,R2209823,,Selmak Realty Limited,"Air Conditioning, ClthWsh/Dryr/Frdg/Stve/DW, Drapes/Window Coverings, Garage Door Opener, Heat Recov. Vent., Intercom, Microwave, Security System, Sprinkler - Inground, Vacuum Blt. In",
282 W 48th Avenue,3150000,https://www.rew.ca/properties/R2219391/282-w-48th-avenue-vancouver-bc,Oakridge ,5,5,2409,House,Built in 1998 (20 yrs old),"$7,684",,Vancouver West,Oakridge,House,Freehold NonStrata,R2219391,,Sutton Grp West Coast (Van Cam),"Air Conditioning, ClthWsh/Dryr/Frdg/Stve/DW, Drapes/Window Coverings, Garage Door Opener",
341 W 46th Avenue,4888000,https://www.rew.ca/properties/R2216872/341-w-46th-avenue-vancouver-bc,Oakridge ,6,6,4050,House,Built in 2009 (9 yrs old),,,Vancouver West,Oakridge,House,Freehold NonStrata,R2216872,,RE/MAX Select Properties,"Air Conditioning, ClthWsh/Dryr/Frdg/Stve/DW, Jetted Bathtub, Oven-Built In, Security System, Storage Shed",
6363 Ontario Street,3388000,https://www.rew.ca/properties/R2221223/6363-ontario-street-vancouver-bc,Oakridge ,6,5,3141,House,Built in 1996 (22 yrs old),"$8,976",,Vancouver West,Oakridge,House,Freehold NonStrata,R2221223,,Homeland Realty,"ClthWsh/Dryr/Frdg/Stve/DW, Garage Door Opener",
103-5699 Baillie Street,1189000,https://www.rew.ca/properties/R2219994/103-5699-baillie-street-vancouver-bc,Oakridge ,2,2,957,Apt/Condo,Built in 2017 (1 yrs old),"$1,372",$311,Vancouver West,Oakridge,Apt/Condo,Freehold Strata,R2219994,,Macdonald Realty,"Air Conditioning, Clothes Dryer, Clothes Washer, Dishwasher, Drapes/Window Coverings, Microwave, Oven-Built In, Refrigerator, Stove","Air Cond./Central, Club House, Elevator, Garden, In Suite Laundry, Playground"
106-5080 Quebec Street,1198000,https://www.rew.ca/properties/R2225447/106-5080-quebec-street-vancouver-bc,Oakridge ,2,3,1200,Townhouse,Built in 2017 (1 yrs old),$0,$440,Vancouver West,Oakridge,Townhouse,Freehold Strata,R2225447,,RE/MAX Central,"ClthWsh/Dryr/Frdg/Stve/DW, Microwave","Bike Room, Garden, In Suite Laundry"
211-688 Fairchild Road,1199000,https://www.rew.ca/properties/R2224652/211-688-fairchild-road-vancouver-bc,Oakridge ,3,2,1286,Apt/Condo,Built in 1995 (23 yrs old),"$2,476",$593,Vancouver West,Oakridge,Apt/Condo,Freehold Strata,R2224652,,Sutton Grp West Coast (W.Blvd),ClthWsh/Dryr/Frdg/Stve/DW,"Bike Room, Exercise Centre, In Suite Laundry, Pool; Indoor, Storage, Swirlpool/Hot Tub"
411-688 Fairchild Road,1239000,https://www.rew.ca/properties/R2224505/411-688-fairchild-road-vancouver-bc,Oakridge ,3,2,1286,Apt/Condo,Built in 1995 (23 yrs old),"$2,522",$593,Vancouver West,Oakridge,Apt/Condo,Freehold Strata,R2224505,,Sutton Grp West Coast (W.Blvd),ClthWsh/Dryr/Frdg/Stve/DW,"Bike Room, Exercise Centre, In Suite Laundry, Pool; Indoor, Storage, Swirlpool/Hot Tub"
5490 Oak Street,2128000,https://www.rew.ca/properties/R2226513/5490-oak-street-vancouver-bc,Oakridge ,3,4,1870,Townhouse,Built in 2017 (1 yrs old),$0,$498,Vancouver West,Oakridge,Townhouse,Freehold Strata,R2226513,,Homeland Realty,"Air Conditioning, Clothes Washer/Dryer, Fireplace Insert, Garage Door Opener, Oven-Built In, Range Top, Security System, Sprinkler - Fire","Garden, In Suite Laundry"
1830 W 33rd Avenue,3450828,https://www.rew.ca/properties/R2221662/1830-w-33rd-avenue-vancouver-bc,Quilchena ,3,2,2666,House,Built in 9999 (-7981 yrs old),"$6,114",,Vancouver West,Quilchena,House,Freehold NonStrata,R2221662,,Macdonald Realty,"ClthWsh/Dryr/Frdg/Stve/DW, Drapes/Window Coverings",
2444 W King Edward Avenue,2988800,https://www.rew.ca/properties/R2221246/2444-w-king-edward-avenue-vancouver-bc,Quilchena ,4,2,2522,House,Built in 1953 (65 yrs old),"$6,767",,Vancouver West,Quilchena,House,Freehold NonStrata,R2221246,,Homelife Benchmark Realty (Langley) Corp.,ClthWsh/Dryr/Frdg/Stve/DW,
2250 W 34th Avenue,7280000,https://www.rew.ca/properties/R2228020/2250-w-34th-avenue-vancouver-bc,Quilchena ,5,6,5044,House,Built in 2002 (16 yrs old),"$17,820",,Vancouver West,Quilchena,House,Freehold NonStrata,R2228020,,RE/MAX Crest Realty,"Air Conditioning, ClthWsh/Dryr/Frdg/Stve/DW, Garage Door Opener, Heat Recov. Vent., Oven-Built In, Range Top, Security System, Sprinkler - Inground, Vacuum Blt. In, Windows - Thermo","Air Cond./Central, Exercise Centre, Garden"
2128 W 36th Avenue,5990000,https://www.rew.ca/properties/R2226976/2128-w-36th-avenue-vancouver-bc,Quilchena ,6,8,5217,House,Built in 2015 (3 yrs old),"$17,943",,Vancouver West,Quilchena,House,Freehold NonStrata,R2226976,,New Coast Realty,"Air Conditioning, ClthWsh/Dryr/Frdg/Stve/DW, Disposal - Waste, Fireplace Insert, Garage Door Opener, Microwave, Oven-Built In, Security System, Smoke Alarm, Vacuum Blt. In","In Suite Laundry, Sauna/Steam Room, Storage"
109-4759 Valley Drive,2900000,https://www.rew.ca/properties/R2225201/109-4759-valley-drive-vancouver-bc,Quilchena ,3,3,1716,Apt/Condo,Built in 2004 (14 yrs old),"$5,281",$623,Vancouver West,Quilchena,Apt/Condo,Freehold Strata,R2225201,,Regent Park Realty Inc.,"ClthWsh/Dryr/Frdg/Stve/DW, Drapes/Window Coverings, Fireplace Insert, Security System, Smoke Alarm, Sprinkler - Fire","Club House, Exercise Centre, In Suite Laundry, Playground, Pool; Outdoor, Sauna/Steam Room"
407-4685 Valley Drive,1649000,https://www.rew.ca/properties/R2222264/407-4685-valley-drive-vancouver-bc,Quilchena ,2,2,1238,Apt/Condo,Built in 2004 (14 yrs old),"$3,503",$447,Vancouver West,Quilchena,Apt/Condo,Freehold Strata,R2222264,,Homeland Realty,"ClthWsh/Dryr/Frdg/Stve/DW, Drapes/Window Coverings","Bike Room, Exercise Centre, In Suite Laundry, Pool; Outdoor, Sauna/Steam Room, Swirlpool/Hot Tub"
1849 W 35th Avenue,6999000,https://www.rew.ca/properties/R2228455/1849-w-35th-avenue-vancouver-bc,Quilchena ,5,6,4105,House,Built in 2017 (1 yrs old),"$11,243",,Vancouver West,Quilchena,House,Freehold NonStrata,R2228455,,Maxcel Westcoast Realty Ltd.,"Air Conditioning, ClthWsh/Dryr/Frdg/Stve/DW, Garage Door Opener, Heat Recov. Vent., Oven-Built In, Security System, Smoke Alarm, Vacuum Blt. In, Vaulted Ceiling, Wet Bar","In Suite Laundry, Sauna/Steam Room"
2135 W 37th Avenue,5980000,https://www.rew.ca/properties/R2229085/2135-w-37th-avenue-vancouver-bc,Quilchena ,6,8,5001,House,Built in 2009 (9 yrs old),"$17,267",,Vancouver West,Quilchena,House,Freehold NonStrata,R2229085,,Sutton Group Seafair Realty,"Air Conditioning, ClthWsh/Dryr/Frdg/Stve/DW, Security System, Smoke Alarm",
213-3875 W 4th Avenue,463000,https://www.rew.ca/properties/R2225317/213-3875-w-4th-avenue-vancouver-bc,Point Grey ,0,1,509,Apt/Condo,Built in 1978 (40 yrs old),$812,$248,Vancouver West,Point Grey,Apt/Condo,Freehold Strata,R2225317,,Sutton Grp West Coast (Brdwy),"Dishwasher, Disposal - Waste, Drapes/Window Coverings, Garage Door Opener, Intercom, Range Top, Refrigerator, Smoke Alarm, Stove","Shared Laundry, Storage"
4305 Locarno Crescent,5990000,https://www.rew.ca/properties/R2224921/4305-locarno-crescent-vancouver-bc,Point Grey ,4,3,3182,House,Built in 1953 (65 yrs old),"$13,526",,Vancouver West,Point Grey,House,Freehold NonStrata,R2224921,,Amex Sunrich Realty,"ClthWsh/Dryr/Frdg/Stve/DW, Drapes/Window Coverings",
4230 Nautilus Close,2799800,https://www.rew.ca/properties/R2227187/4230-nautilus-close-vancouver-bc,Point Grey ,4,4,2745,House,Built in 1985 (33 yrs old),"$6,236",$397,Vancouver West,Point Grey,House,Freehold Strata,R2227187,,Interlink Realty,"ClthWsh/Dryr/Frdg/Stve/DW, Microwave, Security System, Smoke Alarm","Garden, In Suite Laundry"
4296 W 8th Avenue,14980000,https://www.rew.ca/properties/R2226413/4296-w-8th-avenue-vancouver-bc,Point Grey ,4,4,3900,House,Built in 1927 (91 yrs old),"$18,401",,Vancouver West,Point Grey,House,Freehold NonStrata,R2226413,,Macdonald Realty Westmar,ClthWsh/Dryr/Frdg/Stve/DW,Garden
4158 Crown Crescent,8998000,https://www.rew.ca/properties/R2224062/4158-crown-crescent-vancouver-bc,Point Grey ,4,5,4195,House,Built in 2016 (2 yrs old),"$14,638",,Vancouver West,Point Grey,House,Freehold NonStrata,R2224062,,Sotheby's Int'l Realty Canada,"ClthWsh/Dryr/Frdg/Stve/DW, Drapes/Window Coverings, Garage Door Opener",
4673 W 8th Avenue,3680000,https://www.rew.ca/properties/R2227225/4673-w-8th-avenue-vancouver-bc,Point Grey ,6,3,2855,House,Built in 1928 (90 yrs old),"$11,547",,Vancouver West,Point Grey,House,Freehold NonStrata,R2227225,,Sutton Grp West Coast (W.Blvd),,
2095 W 35th Avenue,6388900,https://www.rew.ca/properties/R2206749/2095-w-35th-avenue-vancouver-bc,Quilchena ,4,5,5827,House,Built in 2013 (5 yrs old),"$15,061",,Vancouver West,Quilchena,House,Freehold NonStrata,R2206749,,Virani Real Estate Advisors,"ClthWsh/Dryr/Frdg/Stve/DW, Drapes/Window Coverings, Freezer, Microwave, Oven-Built In, Security System","Garden, In Suite Laundry"
2068 W 29th Avenue,3880000,https://www.rew.ca/properties/R2229476/2068-w-29th-avenue-vancouver-bc,Quilchena ,7,4,3290,House,Built in 1965 (53 yrs old),"$11,848",,Vancouver West,Quilchena,House,Freehold NonStrata,R2229476,,Regent Park Realty Inc.,"ClthWsh/Dryr/Frdg/Stve/DW, Garage Door Opener",
2118 Renfrew Street,2500000,https://www.rew.ca/properties/R2215880/2118-renfrew-street-vancouver-bc,Renfrew ,5,4,2409,House,Built in 1990 (28 yrs old),"$5,079",,Vancouver East,Renfrew,House,Freehold NonStrata,R2215880,,Metro Edge Realty,,
4143 W 13th Avenue,4288000,https://www.rew.ca/properties/R2224526/4143-w-13th-avenue-vancouver-bc,Point Grey ,5,6,2952,House,Built in 2016 (2 yrs old),"$8,643",,Vancouver West,Point Grey,House,Freehold NonStrata,R2224526,,Westside Tom Gradecak Realty,"Air Conditioning, Clothes Washer/Dryer, Dishwasher, Heat Recov. Vent., Microwave, Oven-Built In, Range Top, Refrigerator, Security System","Air Cond./Central, Garden, In Suite Laundry"
4695 W 9th Avenue,4780000,https://www.rew.ca/properties/R2223613/4695-w-9th-avenue-vancouver-bc,Point Grey ,5,5,3227,House,Built in 2017 (1 yrs old),"$8,590",,Vancouver West,Point Grey,House,Freehold NonStrata,R2223613,,Westside Tom Gradecak Realty,"Air Conditioning, Clothes Washer/Dryer, Dishwasher, Heat Recov. Vent., Microwave, Oven-Built In, Range Top, Refrigerator, Security System, Wet Bar","Air Cond./Central, Garden, In Suite Laundry"
4648 W 12th Avenue,4188000,https://www.rew.ca/properties/R2202750/4648-w-12th-avenue-vancouver-bc,Point Grey ,5,3,2942,House,Built in 1932 (86 yrs old),"$11,509",,Vancouver West,Point Grey,House,Freehold NonStrata,R2202750,,Sutton Grp West Coast (W.Blvd),"ClthWsh/Dryr/Frdg/Stve/DW, Drapes/Window Coverings",
104-4696 W 10th Avenue,999900,https://www.rew.ca/properties/R2228838/104-4696-w-10th-avenue-vancouver-bc,Point Grey ,2,2,1313,Townhouse,Built in 1984 (34 yrs old),"$2,236",$569,Vancouver West,Point Grey,Townhouse,Freehold Strata,R2228838,,Sutton Grp West Coast Realty,"ClthWsh/Dryr/Frdg/Stve/DW, Drapes/Window Coverings","Elevator, In Suite Laundry, Storage"
1505 Tolmie Street,6999000,https://www.rew.ca/properties/R2224856/1505-tolmie-street-vancouver-bc,Point Grey ,3,3,2620,House,Built in 2014 (4 yrs old),"$17,412",,Vancouver West,Point Grey,House,Freehold NonStrata,R2224856,,Dexter Associates Realty,"Air Conditioning, ClthWsh/Dryr/Frdg/Stve/DW, Fireplace Insert, Garage Door Opener, Heat Recov. Vent., Hot Tub Spa/Swirlpool, Security System, Smoke Alarm, Sprinkler - Fire, Swimming Pool Equip.","Air Cond./Central, Elevator, Pool; Outdoor"
2162 Renfrew Street,2500000,https://www.rew.ca/properties/R2220567/2162-renfrew-street-vancouver-bc,Renfrew ,4,3,2460,House,Built in 1983 (35 yrs old),"$5,295",,Vancouver East,Renfrew,House,Freehold NonStrata,R2220567,,Metro Edge Realty,Other - See Remarks,
3168 Grandview Highway,3550000,https://www.rew.ca/properties/R2148954/3168-grandview-highway-vancouver-bc,Renfrew Heights ,5,3,2610,House,Built in 1970 (48 yrs old),,,Vancouver East,Renfrew Heights,House,Freehold NonStrata,R2148954,,Oakwyn Realty Ltd.,,
1172 Renfrew Street,1688888,https://www.rew.ca/properties/R2226334/1172-renfrew-street-vancouver-bc,Renfrew ,5,4,2400,House,Built in 1966 (52 yrs old),"$4,947",,Vancouver East,Renfrew,House,Freehold NonStrata,R2226334,,RE/MAX Crest Realty,"Clothes Dryer, Clothes Washer, ClthWsh/Dryr/Frdg/Stve/DW, Dishwasher, Free Stand F/P or Wdstove, Storage Shed",
3185 E 29th Avenue,1445000,https://www.rew.ca/properties/R2214402/3185-e-29th-avenue-vancouver-bc,Renfrew Heights ,4,3,1826,House,Built in 1990 (28 yrs old),"$4,799",,Vancouver East,Renfrew Heights,House,Freehold NonStrata,R2214402,,Rebecca Pun Realty Ltd.,ClthWsh/Dryr/Frdg/Stve/DW,
2168 Renfrew Street,2500000,https://www.rew.ca/properties/R2225976/2168-renfrew-street-vancouver-bc,Renfrew ,5,2,1447,House,Built in 1947 (71 yrs old),"$3,873",,Vancouver East,Renfrew,House,Freehold NonStrata,R2225976,,Metro Edge Realty,,
3581 E 28th Avenue,1360000,https://www.rew.ca/properties/R2183295/3581-e-28th-avenue-vancouver-bc,Renfrew Heights ,5,2,1940,House,Built in 1948 (70 yrs old),"$4,477",,Vancouver East,Renfrew Heights,House,Freehold NonStrata,R2183295,,RE/MAX City Realty,ClthWsh/Dryr/Frdg/Stve/DW,In Suite Laundry
3066 E 20th Avenue,2286000,https://www.rew.ca/properties/R2156529/3066-e-20th-avenue-vancouver-bc,Renfrew Heights ,7,6,3103,House,Built in 2013 (5 yrs old),,,Vancouver East,Renfrew Heights,House,Freehold NonStrata,R2156529,,Nu Stream Realty Inc.,"ClthWsh/Dryr/Frdg/Stve/DW, Dishwasher, Drapes/Window Coverings, Fireplace Insert, Garage Door Opener, Security System, Smoke Alarm",
4691 W 9th Avenue,4780000,https://www.rew.ca/properties/R2223611/4691-w-9th-avenue-vancouver-bc,Point Grey ,5,5,3163,House,Built in 2017 (1 yrs old),"$8,554",,Vancouver West,Point Grey,House,Freehold NonStrata,R2223611,,Westside Tom Gradecak Realty,"Air Conditioning, Clothes Washer/Dryer, Dishwasher, Heat Recov. Vent., Microwave, Oven-Built In, Range Top, Refrigerator, Security System, Wet Bar","Garden, In Suite Laundry"
3323 E 23rd Avenue,1788000,https://www.rew.ca/properties/R2217380/3323-e-23rd-avenue-vancouver-bc,Renfrew Heights ,6,4,2200,House,Built in 2001 (17 yrs old),"$5,323",,Vancouver East,Renfrew Heights,House,Freehold NonStrata,R2217380,,Royal Pacific Rlty. (Kingsway),"ClthWsh/Dryr/Frdg/Stve/DW, Drapes/Window Coverings, Garage Door Opener",
2979 E. 29th Avenue,1598000,https://www.rew.ca/properties/R2229324/2979-e-29th-avenue-vancouver-bc,Renfrew Heights ,4,2,2280,House,Built in 1929 (89 yrs old),"$4,612",,Vancouver East,Renfrew Heights,House,Freehold NonStrata,R2229324,,Royalty Group Realty Inc.,"Clothes Dryer, Clothes Washer, Fireplace Insert, Garage Door Opener, Microwave, Pantry, Refrigerator, Stove, Vaulted Ceiling, Windows - Thermo","In Suite Laundry, Storage"
